,GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,PERSON_ID,PLAYER_FIRST,PLAYER_LAST,IN_TIME_REAL,OUT_TIME_REAL,PLAYER_PTS,PT_DIFF,USG_PCT
0,0041400141,1610612740,New Orleans,Pelicans,201569,Eric,Gordon,0.0,4700.0,3,-8.0,0.313
1,0041400141,1610612740,New Orleans,Pelicans,201569,Eric,Gordon,8540.0,19930.0,8,-14.0,0.227
2,0041400141,1610612740,New Orleans,Pelicans,201569,Eric,Gordon,23720.0,28800.0,5,7.0,0.2
3,0041400141,1610612740,New Orleans,Pelicans,201582,Alexis,Ajinca,6330.0,8540.0,6,3.0,0.375
4,0041400141,1610612740,New Orleans,Pelicans,201583,Ryan,Anderson,4910.0,10620.0,3,1.0,0.158
5,0041400141,1610612740,New Orleans,Pelicans,201583,Ryan,Anderson,13290.0,14400.0,0,-6.0,0.0
6,0041400141,1610612740,New Orleans,Pelicans,201583,Ryan,Anderson,17390.0,19930.0,0,-6.0,0.231
7,0041400141,1610612740,New Orleans,Pelicans,201583,Ryan,Anderson,25660.0,28599.0,0,12.0,0.0
8,0041400141,1610612740,New Orleans,Pelicans,201583,Ryan,Anderson,28605.0,28703.0,0,2.0,0.333
9,0041400141,1610612740,New Orleans,Pelicans,201583,Ryan,Anderson,28738.0,28800.0,0,-2.0,0.0
10,0041400141,1610612740,New Orleans,Pelicans,201600,Omer,Asik,0.0,4910.0,0,-10.0,0.059
11,0041400141,1610612740,New Orleans,Pelicans,201600,Omer,Asik,10620.0,13290.0,0,-3.0,0.0
12,0041400141,1610612740,New Orleans,Pelicans,201600,Omer,Asik,14400.0,17990.0,1,-5.0,0.154
13,0041400141,1610612740,New Orleans,Pelicans,201600,Omer,Asik,23880.0,25660.0,1,0.0,0.143
14,0041400141,1610612740,New Orleans,Pelicans,201936,Tyreke,Evans,0.0,6330.0,1,-13.0,0.143
15,0041400141,1610612740,New Orleans,Pelicans,201936,Tyreke,Evans,10620.0,11230.0,0,1.0,0.0
16,0041400141,1610612740,New Orleans,Pelicans,201950,Jrue,Holiday,4420.0,8540.0,0,-2.0,0.143
17,0041400141,1610612740,New Orleans,Pelicans,201950,Jrue,Holiday,12250.0,14062.0,0,-11.0,0.375
18,0041400141,1610612740,New Orleans,Pelicans,201950,Jrue,Holiday,18470.0,25250.0,5,6.0,0.148
19,0041400141,1610612740,New Orleans,Pelicans,201967,Dante,Cunningham,6330.0,9630.0,0,5.0,0.083
20,0041400141,1610612740,New Orleans,Pelicans,201967,Dante,Cunningham,17990.0,23880.0,3,6.0,0.083
21,0041400141,1610612740,New Orleans,Pelicans,201967,Dante,Cunningham,28599.0,28605.0,0,-1.0,0.0
22,0041400141,1610612740,New Orleans,Pelicans,201967,Dante,Cunningham,28703.0,28738.0,0,-1.0,0.0
23,0041400141,1610612740,New Orleans,Pelicans,202347,Quincy,Pondexter,0.0,4420.0,2,-8.0,0.2
